"","p_year","tech_field","tech_name","Continent","Region","Country","geo","geo_level","indicator","share_inv","rank_2000","Geo","Rank based on year 2000"
"1905",2004,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",584.319258536441,1,"US - California
Indicator: Absolute numbers
Year: 2004
Value: 584",1
"1906",2005,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",632.91711903784,1,"US - California
Indicator: Absolute numbers
Year: 2005
Value: 633",1
"1907",2006,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",550.995447461036,1,"US - California
Indicator: Absolute numbers
Year: 2006
Value: 551",1
"1908",2007,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",491.426677197072,1,"US - California
Indicator: Absolute numbers
Year: 2007
Value: 491",1
"1909",2008,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",502.976756765766,1,"US - California
Indicator: Absolute numbers
Year: 2008
Value: 503",1
"1910",2009,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",435.495813951271,1,"US - California
Indicator: Absolute numbers
Year: 2009
Value: 435",1
"1911",2010,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",461.447819325852,1,"US - California
Indicator: Absolute numbers
Year: 2010
Value: 461",1
"1912",2011,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",408.525081291258,1,"US - California
Indicator: Absolute numbers
Year: 2011
Value: 409",1
"1913",2012,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",364.166162521054,1,"US - California
Indicator: Absolute numbers
Year: 2012
Value: 364",1
"1914",2013,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",476.34135749871,1,"US - California
Indicator: Absolute numbers
Year: 2013
Value: 476",1
"1915",2014,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",425.662344745897,1,"US - California
Indicator: Absolute numbers
Year: 2014
Value: 426",1
"1916",2015,"16","Pharmaceuticals",NA,"US - California",NA,"US - California","regio","Absolute numbers",448.381830259094,1,"US - California
Indicator: Absolute numbers
Year: 2015
Value: 448",1
"1917",1990,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",3.15,60,"US - Colorado
Indicator: Absolute numbers
Year: 1990
Value: 3",60
"1918",1991,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",7.61111111111111,60,"US - Colorado
Indicator: Absolute numbers
Year: 1991
Value: 8",60
"1919",1992,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",3.86666666666667,60,"US - Colorado
Indicator: Absolute numbers
Year: 1992
Value: 4",60
"1920",1993,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",8.575,60,"US - Colorado
Indicator: Absolute numbers
Year: 1993
Value: 9",60
"1921",1994,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",13.3722222222222,60,"US - Colorado
Indicator: Absolute numbers
Year: 1994
Value: 13",60
"1922",1995,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",19.3550366300366,60,"US - Colorado
Indicator: Absolute numbers
Year: 1995
Value: 19",60
"1923",1996,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",20.9,60,"US - Colorado
Indicator: Absolute numbers
Year: 1996
Value: 21",60
"1924",1997,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",37.6285714285714,60,"US - Colorado
Indicator: Absolute numbers
Year: 1997
Value: 38",60
"1925",1998,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",23.2681818181818,60,"US - Colorado
Indicator: Absolute numbers
Year: 1998
Value: 23",60
"1926",1999,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",19.747619047619,60,"US - Colorado
Indicator: Absolute numbers
Year: 1999
Value: 20",60
"1927",2000,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",24.864590964591,60,"US - Colorado
Indicator: Absolute numbers
Year: 2000
Value: 25",60
"1928",2001,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",27.9421101774043,60,"US - Colorado
Indicator: Absolute numbers
Year: 2001
Value: 28",60
"1929",2002,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",58.6305555555556,60,"US - Colorado
Indicator: Absolute numbers
Year: 2002
Value: 59",60
"1930",2003,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",35.9041666666667,60,"US - Colorado
Indicator: Absolute numbers
Year: 2003
Value: 36",60
"1931",2004,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",21.6881313131313,60,"US - Colorado
Indicator: Absolute numbers
Year: 2004
Value: 22",60
"1932",2005,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",32.5266025641026,60,"US - Colorado
Indicator: Absolute numbers
Year: 2005
Value: 33",60
"1933",2006,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",26.0809523809524,60,"US - Colorado
Indicator: Absolute numbers
Year: 2006
Value: 26",60
"1934",2007,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",35.1740981240981,60,"US - Colorado
Indicator: Absolute numbers
Year: 2007
Value: 35",60
"1935",2008,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",24.1011904761905,60,"US - Colorado
Indicator: Absolute numbers
Year: 2008
Value: 24",60
"1936",2009,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",22.3656593406593,60,"US - Colorado
Indicator: Absolute numbers
Year: 2009
Value: 22",60
"1937",2010,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",24.471250971251,60,"US - Colorado
Indicator: Absolute numbers
Year: 2010
Value: 24",60
"1938",2011,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",31.2375116713352,60,"US - Colorado
Indicator: Absolute numbers
Year: 2011
Value: 31",60
"1939",2012,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",22.1095238095238,60,"US - Colorado
Indicator: Absolute numbers
Year: 2012
Value: 22",60
"1940",2013,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",15.1225490196078,60,"US - Colorado
Indicator: Absolute numbers
Year: 2013
Value: 15",60
"1941",2014,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",14.965664160401,60,"US - Colorado
Indicator: Absolute numbers
Year: 2014
Value: 15",60
"1942",2015,"16","Pharmaceuticals",NA,"US - Colorado",NA,"US - Colorado","regio","Absolute numbers",15.04,60,"US - Colorado
Indicator: Absolute numbers
Year: 2015
Value: 15",60
"1943",1990,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",53.4785714285714,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1990
Value: 53",4
"1944",1991,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",48.4166666666667,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1991
Value: 48",4
"1945",1992,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",82.6607142857143,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1992
Value: 83",4
"1946",1993,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",85.4732295482296,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1993
Value: 85",4
"1947",1994,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",118.88575036075,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1994
Value: 119",4
"1948",1995,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",199.112626262626,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1995
Value: 199",4
"1949",1996,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",163.400015262515,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1996
Value: 163",4
"1950",1997,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",264.633696420539,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1997
Value: 265",4
"1951",1998,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",210.056349206349,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1998
Value: 210",4
"1952",1999,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",269.989574314574,4,"US - Connecticut
Indicator: Absolute numbers
Year: 1999
Value: 270",4
"1953",2000,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",263.515200083331,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2000
Value: 264",4
"1954",2001,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",307.018954562591,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2001
Value: 307",4
"1955",2002,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",186.558515558516,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2002
Value: 187",4
"1956",2003,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",143.062867687868,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2003
Value: 143",4
"1957",2004,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",144.238153676389,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2004
Value: 144",4
"1958",2005,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",149.204556043372,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2005
Value: 149",4
"1959",2006,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",129.862242728032,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2006
Value: 130",4
"1960",2007,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",113.108980833981,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2007
Value: 113",4
"1961",2008,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",119.594851664989,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2008
Value: 120",4
"1962",2009,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",116.944519017274,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2009
Value: 117",4
"1963",2010,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",115.641472682617,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2010
Value: 116",4
"1964",2011,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",64.9233447108447,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2011
Value: 65",4
"1965",2012,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",58.369266114003,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2012
Value: 58",4
"1966",2013,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",88.3545648795649,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2013
Value: 88",4
"1967",2014,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",89.7555787049208,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2014
Value: 90",4
"1968",2015,"16","Pharmaceuticals",NA,"US - Connecticut",NA,"US - Connecticut","regio","Absolute numbers",63.2072850352262,4,"US - Connecticut
Indicator: Absolute numbers
Year: 2015
Value: 63",4
"1969",1990,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",23.1883116883117,19,"US - Delaware
Indicator: Absolute numbers
Year: 1990
Value: 23",19
"1970",1991,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",28.5619047619048,19,"US - Delaware
Indicator: Absolute numbers
Year: 1991
Value: 29",19
"1971",1992,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",31.6107142857143,19,"US - Delaware
Indicator: Absolute numbers
Year: 1992
Value: 32",19
"1972",1993,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",48.847619047619,19,"US - Delaware
Indicator: Absolute numbers
Year: 1993
Value: 49",19
"1973",1994,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",96.9833333333333,19,"US - Delaware
Indicator: Absolute numbers
Year: 1994
Value: 97",19
"1974",1995,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",101.293506493506,19,"US - Delaware
Indicator: Absolute numbers
Year: 1995
Value: 101",19
"1975",1996,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",71.3238095238095,19,"US - Delaware
Indicator: Absolute numbers
Year: 1996
Value: 71",19
"1976",1997,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",108.018867243867,19,"US - Delaware
Indicator: Absolute numbers
Year: 1997
Value: 108",19
"1977",1998,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",81.913924963925,19,"US - Delaware
Indicator: Absolute numbers
Year: 1998
Value: 82",19
"1978",1999,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",71.4499363381716,19,"US - Delaware
Indicator: Absolute numbers
Year: 1999
Value: 71",19
"1979",2000,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",86.9906385281385,19,"US - Delaware
Indicator: Absolute numbers
Year: 2000
Value: 87",19
"1980",2001,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",62.1440476190476,19,"US - Delaware
Indicator: Absolute numbers
Year: 2001
Value: 62",19
"1981",2002,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",37.5595238095238,19,"US - Delaware
Indicator: Absolute numbers
Year: 2002
Value: 38",19
"1982",2003,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",38.7238095238095,19,"US - Delaware
Indicator: Absolute numbers
Year: 2003
Value: 39",19
"1983",2004,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",39.0641224272803,19,"US - Delaware
Indicator: Absolute numbers
Year: 2004
Value: 39",19
"1984",2005,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",47.7936507936508,19,"US - Delaware
Indicator: Absolute numbers
Year: 2005
Value: 48",19
"1985",2006,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",38.947557997558,19,"US - Delaware
Indicator: Absolute numbers
Year: 2006
Value: 39",19
"1986",2007,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",49.1357142857143,19,"US - Delaware
Indicator: Absolute numbers
Year: 2007
Value: 49",19
"1987",2008,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",30.7804834054834,19,"US - Delaware
Indicator: Absolute numbers
Year: 2008
Value: 31",19
"1988",2009,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",30.6511544011544,19,"US - Delaware
Indicator: Absolute numbers
Year: 2009
Value: 31",19
"1989",2010,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",24.8885281385281,19,"US - Delaware
Indicator: Absolute numbers
Year: 2010
Value: 25",19
"1990",2011,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",20.8882034632035,19,"US - Delaware
Indicator: Absolute numbers
Year: 2011
Value: 21",19
"1991",2012,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",24.4607142857143,19,"US - Delaware
Indicator: Absolute numbers
Year: 2012
Value: 24",19
"1992",2013,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",34.78943001443,19,"US - Delaware
Indicator: Absolute numbers
Year: 2013
Value: 35",19
"1993",2014,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",29.3156689801427,19,"US - Delaware
Indicator: Absolute numbers
Year: 2014
Value: 29",19
"1994",2015,"16","Pharmaceuticals",NA,"US - Delaware",NA,"US - Delaware","regio","Absolute numbers",24.1339743589744,19,"US - Delaware
Indicator: Absolute numbers
Year: 2015
Value: 24",19
"1995",1990,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",12.6388888888889,49,"US - Florida
Indicator: Absolute numbers
Year: 1990
Value: 13",49
"1996",1991,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",8.61666666666667,49,"US - Florida
Indicator: Absolute numbers
Year: 1991
Value: 9",49
"1997",1992,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",11.8095238095238,49,"US - Florida
Indicator: Absolute numbers
Year: 1992
Value: 12",49
"1998",1993,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",10.2619047619048,49,"US - Florida
Indicator: Absolute numbers
Year: 1993
Value: 10",49
"1999",1994,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",5.975,49,"US - Florida
Indicator: Absolute numbers
Year: 1994
Value: 6",49
"2000",1995,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",25.1142857142857,49,"US - Florida
Indicator: Absolute numbers
Year: 1995
Value: 25",49
"2001",1996,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",22.95,49,"US - Florida
Indicator: Absolute numbers
Year: 1996
Value: 23",49
"2002",1997,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",46.1059523809524,49,"US - Florida
Indicator: Absolute numbers
Year: 1997
Value: 46",49
"2003",1998,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",35.05,49,"US - Florida
Indicator: Absolute numbers
Year: 1998
Value: 35",49
"2004",1999,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",26.4369047619048,49,"US - Florida
Indicator: Absolute numbers
Year: 1999
Value: 26",49
"2005",2000,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",34.0977272727273,49,"US - Florida
Indicator: Absolute numbers
Year: 2000
Value: 34",49
"2006",2001,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",37.8871496116177,49,"US - Florida
Indicator: Absolute numbers
Year: 2001
Value: 38",49
"2007",2002,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",22.2416666666667,49,"US - Florida
Indicator: Absolute numbers
Year: 2002
Value: 22",49
"2008",2003,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",34.0630952380952,49,"US - Florida
Indicator: Absolute numbers
Year: 2003
Value: 34",49
"2009",2004,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",61.2849206349206,49,"US - Florida
Indicator: Absolute numbers
Year: 2004
Value: 61",49
"2010",2005,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",50.8222222222222,49,"US - Florida
Indicator: Absolute numbers
Year: 2005
Value: 51",49
"2011",2006,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",39.0222222222222,49,"US - Florida
Indicator: Absolute numbers
Year: 2006
Value: 39",49
"2012",2007,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",33.0097402597403,49,"US - Florida
Indicator: Absolute numbers
Year: 2007
Value: 33",49
"2013",2008,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",44.7833333333333,49,"US - Florida
Indicator: Absolute numbers
Year: 2008
Value: 45",49
"2014",2009,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",44.4916666666667,49,"US - Florida
Indicator: Absolute numbers
Year: 2009
Value: 44",49
"2015",2010,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",36.6083333333333,49,"US - Florida
Indicator: Absolute numbers
Year: 2010
Value: 37",49
"2016",2011,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",43.118253968254,49,"US - Florida
Indicator: Absolute numbers
Year: 2011
Value: 43",49
"2017",2012,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",44.7166666666667,49,"US - Florida
Indicator: Absolute numbers
Year: 2012
Value: 45",49
"2018",2013,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",40.3928571428571,49,"US - Florida
Indicator: Absolute numbers
Year: 2013
Value: 40",49
"2019",2014,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",37.3047619047619,49,"US - Florida
Indicator: Absolute numbers
Year: 2014
Value: 37",49
"2020",2015,"16","Pharmaceuticals",NA,"US - Florida",NA,"US - Florida","regio","Absolute numbers",38.6206349206349,49,"US - Florida
Indicator: Absolute numbers
Year: 2015
Value: 39",49
"2021",1990,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",38.7023809523809,17,"US - Illinois
Indicator: Absolute numbers
Year: 1990
Value: 39",17
"2022",1991,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",40.2924242424242,17,"US - Illinois
Indicator: Absolute numbers
Year: 1991
Value: 40",17
"2023",1992,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",67.8163992869875,17,"US - Illinois
Indicator: Absolute numbers
Year: 1992
Value: 68",17
"2024",1993,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",41.2353950487077,17,"US - Illinois
Indicator: Absolute numbers
Year: 1993
Value: 41",17
"2025",1994,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",57.5480769230769,17,"US - Illinois
Indicator: Absolute numbers
Year: 1994
Value: 58",17
"2026",1995,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",71.4466408591409,17,"US - Illinois
Indicator: Absolute numbers
Year: 1995
Value: 71",17
"2027",1996,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",55.7847818847819,17,"US - Illinois
Indicator: Absolute numbers
Year: 1996
Value: 56",17
"2028",1997,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",77.0883067491227,17,"US - Illinois
Indicator: Absolute numbers
Year: 1997
Value: 77",17
"2029",1998,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",75.291790384949,17,"US - Illinois
Indicator: Absolute numbers
Year: 1998
Value: 75",17
"2030",1999,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",74.7000582750583,17,"US - Illinois
Indicator: Absolute numbers
Year: 1999
Value: 75",17
"2031",2000,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",93.3399852216719,17,"US - Illinois
Indicator: Absolute numbers
Year: 2000
Value: 93",17
"2032",2001,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",92.325715179358,17,"US - Illinois
Indicator: Absolute numbers
Year: 2001
Value: 92",17
"2033",2002,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",95.3009039906454,17,"US - Illinois
Indicator: Absolute numbers
Year: 2002
Value: 95",17
"2034",2003,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",50.19942002442,17,"US - Illinois
Indicator: Absolute numbers
Year: 2003
Value: 50",17
"2035",2004,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",58.5447663447663,17,"US - Illinois
Indicator: Absolute numbers
Year: 2004
Value: 59",17
"2036",2005,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",60.3465317147593,17,"US - Illinois
Indicator: Absolute numbers
Year: 2005
Value: 60",17
"2037",2006,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",74.9326328261111,17,"US - Illinois
Indicator: Absolute numbers
Year: 2006
Value: 75",17
"2038",2007,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",63.5329485329485,17,"US - Illinois
Indicator: Absolute numbers
Year: 2007
Value: 64",17
"2039",2008,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",53.4739729225023,17,"US - Illinois
Indicator: Absolute numbers
Year: 2008
Value: 53",17
"2040",2009,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",60.2650290174721,17,"US - Illinois
Indicator: Absolute numbers
Year: 2009
Value: 60",17
"2041",2010,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",69.3653185866421,17,"US - Illinois
Indicator: Absolute numbers
Year: 2010
Value: 69",17
"2042",2011,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",57.1542096792097,17,"US - Illinois
Indicator: Absolute numbers
Year: 2011
Value: 57",17
"2043",2012,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",48.6364496614497,17,"US - Illinois
Indicator: Absolute numbers
Year: 2012
Value: 49",17
"2044",2013,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",71.2349705849706,17,"US - Illinois
Indicator: Absolute numbers
Year: 2013
Value: 71",17
"2045",2014,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",38.3912375206493,17,"US - Illinois
Indicator: Absolute numbers
Year: 2014
Value: 38",17
"2046",2015,"16","Pharmaceuticals",NA,"US - Illinois",NA,"US - Illinois","regio","Absolute numbers",41.7926562107402,17,"US - Illinois
Indicator: Absolute numbers
Year: 2015
Value: 42",17
