"","ind.code","year","variable","value","ind.name","Industry"
"256","17",1999,"Share in GDP",0.361099197351358,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 1999
Value: 0.36%"
"257","17",2000,"Share in GDP",0.350023588869003,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2000
Value: 0.35%"
"258","17",2001,"Share in GDP",0.350810121184035,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2001
Value: 0.35%"
"259","17",2002,"Share in GDP",0.356584605629304,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2002
Value: 0.36%"
"260","17",2003,"Share in GDP",0.340080716654034,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2003
Value: 0.34%"
"261","17",2004,"Share in GDP",0.313999767328307,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2004
Value: 0.31%"
"262","17",2005,"Share in GDP",0.297476186211801,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2005
Value: 0.3%"
"263","17",2006,"Share in GDP",0.270320046646611,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2006
Value: 0.27%"
"264","17",2007,"Share in GDP",0.27544249425839,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2007
Value: 0.28%"
"265","17",2008,"Share in GDP",0.271597177813646,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2008
Value: 0.27%"
"266","17",2009,"Share in GDP",0.241907231331682,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2009
Value: 0.24%"
"267","17",2010,"Share in GDP",0.228904179158103,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2010
Value: 0.23%"
"268","17",2011,"Share in GDP",0.21923508103482,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2011
Value: 0.22%"
"269","17",2012,"Share in GDP",0.195944192545497,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2012
Value: 0.2%"
"270","17",2013,"Share in GDP",0.186052289748739,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2013
Value: 0.19%"
"271","17",2014,"Share in GDP",0.179164761344578,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2014
Value: 0.18%"
"272","17",2015,"Share in GDP",0.143805760032517,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2015
Value: 0.14%"
"273","17",2016,"Share in GDP",0.136404039802219,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2016
Value: 0.14%"
"274","17",2017,"Share in GDP",0.127728421972739,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2017
Value: 0.13%"
"275","17",2018,"Share in GDP",0.127374438079364,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2018
Value: 0.13%"
"276","17",2019,"Share in GDP",0.12019968480851,"Paper and paper products","Paper and paper products
Indicator: Share in GDP
Year: 2019
Value: 0.12%"
"277","18",1997,"GVA percentage change",NA,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"278","18",1998,"GVA percentage change",-6.0865517300173,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 1998
Value: -6.09%"
"279","18",1999,"GVA percentage change",-1.77951562686676,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 1999
Value: -1.78%"
"280","18",2000,"GVA percentage change",2.26578698311856,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2000
Value: 2.27%"
"281","18",2001,"GVA percentage change",4.63255140636116,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2001
Value: 4.63%"
"282","18",2002,"GVA percentage change",-3.89922808173222,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2002
Value: -3.9%"
"283","18",2003,"GVA percentage change",-2.63849742362415,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2003
Value: -2.64%"
"284","18",2004,"GVA percentage change",-4.15428829349407,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2004
Value: -4.15%"
"285","18",2005,"GVA percentage change",-0.336086780689783,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2005
Value: -0.34%"
"286","18",2006,"GVA percentage change",-1.63638086657801,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2006
Value: -1.64%"
"287","18",2007,"GVA percentage change",0.516907984624942,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2007
Value: 0.52%"
"288","18",2008,"GVA percentage change",-0.670843864684164,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2008
Value: -0.67%"
"289","18",2009,"GVA percentage change",-10.3229728849872,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2009
Value: -10.32%"
"290","18",2010,"GVA percentage change",1.5305744725821,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2010
Value: 1.53%"
"291","18",2011,"GVA percentage change",-6.59075416886758,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2011
Value: -6.59%"
"292","18",2012,"GVA percentage change",-5.09950960992318,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2012
Value: -5.1%"
"293","18",2013,"GVA percentage change",-7.31948622338202,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2013
Value: -7.32%"
"294","18",2014,"GVA percentage change",-2.74962359256302,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2014
Value: -2.75%"
"295","18",2015,"GVA percentage change",-6.34842840342047,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2015
Value: -6.35%"
"296","18",2016,"GVA percentage change",-3.323489976443,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2016
Value: -3.32%"
"297","18",2017,"GVA percentage change",-4.39080273433341,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2017
Value: -4.39%"
"298","18",2018,"GVA percentage change",-0.477613770244508,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2018
Value: -0.48%"
"299","18",2019,"GVA percentage change",-2.50345874059483,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA percentage change
Year: 2019
Value: -2.5%"
"300","18",1997,"GVA in millions CHF",3167.86903887598,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 1997
Value: 3167.87 million CHF"
"301","18",1998,"GVA in millions CHF",2975.05505108559,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 1998
Value: 2975.06 million CHF"
"302","18",1999,"GVA in millions CHF",2922.11348154363,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 1999
Value: 2922.11 million CHF"
"303","18",2000,"GVA in millions CHF",2988.3223484404,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2000
Value: 2988.32 million CHF"
"304","18",2001,"GVA in millions CHF",3126.75791741968,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2001
Value: 3126.76 million CHF"
"305","18",2002,"GVA in millions CHF",3004.83849465587,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2002
Value: 3004.84 million CHF"
"306","18",2003,"GVA in millions CHF",2925.55590839031,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2003
Value: 2925.56 million CHF"
"307","18",2004,"GVA in millions CHF",2804.01988176842,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2004
Value: 2804.02 million CHF"
"308","18",2005,"GVA in millions CHF",2794.59594161789,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2005
Value: 2794.6 million CHF"
"309","18",2006,"GVA in millions CHF",2748.86570833108,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2006
Value: 2748.87 million CHF"
"310","18",2007,"GVA in millions CHF",2763.07481466407,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2007
Value: 2763.07 million CHF"
"311","18",2008,"GVA in millions CHF",2744.53889679326,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2008
Value: 2744.54 million CHF"
"312","18",2009,"GVA in millions CHF",2461.22089065936,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2009
Value: 2461.22 million CHF"
"313","18",2010,"GVA in millions CHF",2498.89170932565,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2010
Value: 2498.89 million CHF"
"314","18",2011,"GVA in millions CHF",2334.19589981779,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2011
Value: 2334.2 million CHF"
"315","18",2012,"GVA in millions CHF",2215.16335559214,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2012
Value: 2215.16 million CHF"
"316","18",2013,"GVA in millions CHF",2053.02477895417,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2013
Value: 2053.02 million CHF"
"317","18",2014,"GVA in millions CHF",1996.57432527088,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2014
Value: 1996.57 million CHF"
"318","18",2015,"GVA in millions CHF",1869.82323370998,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2015
Value: 1869.82 million CHF"
"319","18",2016,"GVA in millions CHF",1807.67984596043,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2016
Value: 1807.68 million CHF"
"320","18",2017,"GVA in millions CHF",1728.30818985601,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2017
Value: 1728.31 million CHF"
"321","18",2018,"GVA in millions CHF",1720.05355194899,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2018
Value: 1720.05 million CHF"
"322","18",2019,"GVA in millions CHF",1676.99272095981,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: GVA in millions CHF
Year: 2019
Value: 1676.99 million CHF"
"323","18",1997,"Share in GDP",0.762962346451654,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 1997
Value: 0.76%"
"324","18",1998,"Share in GDP",0.697896008664659,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 1998
Value: 0.7%"
"325","18",1999,"Share in GDP",0.678881479822476,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 1999
Value: 0.68%"
"326","18",2000,"Share in GDP",0.661359471268462,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2000
Value: 0.66%"
"327","18",2001,"Share in GDP",0.672598996105525,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2001
Value: 0.67%"
"328","18",2002,"Share in GDP",0.645822102278998,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2002
Value: 0.65%"
"329","18",2003,"Share in GDP",0.621391012048356,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2003
Value: 0.62%"
"330","18",2004,"Share in GDP",0.577980758808601,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2004
Value: 0.58%"
"331","18",2005,"Share in GDP",0.554174524543809,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2005
Value: 0.55%"
"332","18",2006,"Share in GDP",0.513239038135022,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2006
Value: 0.51%"
"333","18",2007,"Share in GDP",0.484652969334724,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2007
Value: 0.48%"
"334","18",2008,"Share in GDP",0.461287093095523,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2008
Value: 0.46%"
"335","18",2009,"Share in GDP",0.41989399974723,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2009
Value: 0.42%"
"336","18",2010,"Share in GDP",0.411798583465942,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2010
Value: 0.41%"
"337","18",2011,"Share in GDP",0.377171408178311,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2011
Value: 0.38%"
"338","18",2012,"Share in GDP",0.352786231132836,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2012
Value: 0.35%"
"339","18",2013,"Share in GDP",0.321092355226809,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2013
Value: 0.32%"
"340","18",2014,"Share in GDP",0.306507096622821,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2014
Value: 0.31%"
"341","18",2015,"Share in GDP",0.285575810581361,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2015
Value: 0.29%"
"342","18",2016,"Share in GDP",0.271772132907672,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2016
Value: 0.27%"
"343","18",2017,"Share in GDP",0.256905518885265,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2017
Value: 0.26%"
"344","18",2018,"Share in GDP",0.245987340795148,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2018
Value: 0.25%"
"345","18",2019,"Share in GDP",0.237284490023652,"Printing and reproduction of recorded media","Printing and reproduction of recorded media
Indicator: Share in GDP
Year: 2019
Value: 0.24%"
"346","19-20",2000,"GVA percentage change",-4.39208032958221,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2000
Value: -4.39%"
"347","19-20",2006,"GVA percentage change",11.4479011403079,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2006
Value: 11.45%"
"348","19-20",2015,"Share in GDP",1.04007165630352,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2015
Value: 1.04%"
"349","19-20",2014,"Share in GDP",1.00233622649915,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2014
Value: 1%"
"350","19-20",1998,"GVA percentage change",-9.86595712437033,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 1998
Value: -9.87%"
"351","19-20",1999,"GVA percentage change",-8.76899211482086,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 1999
Value: -8.77%"
"352","19-20",2016,"Share in GDP",1.06475928706739,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2016
Value: 1.06%"
"353","19-20",2013,"Share in GDP",0.998999392595398,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2013
Value: 1%"
"354","19-20",2018,"GVA percentage change",15.8293795155976,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2018
Value: 15.83%"
"355","19-20",2019,"GVA percentage change",1.09133593482957,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2019
Value: 1.09%"
"356","19-20",2012,"GVA percentage change",-0.20647029971414,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2012
Value: -0.21%"
"357","19-20",2019,"Share in GDP",1.13925492661288,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2019
Value: 1.14%"
"358","19-20",2017,"Share in GDP",1.02212102418695,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2017
Value: 1.02%"
"359","19-20",2018,"Share in GDP",1.139041623441,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2018
Value: 1.14%"
"360","19-20",2007,"GVA percentage change",8.77902122076703,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2007
Value: 8.78%"
"361","19-20",2008,"GVA percentage change",1.10767791148062,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2008
Value: 1.11%"
"362","19-20",2003,"GVA in millions CHF",4920.9316436155,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2003
Value: 4920.93 million CHF"
"363","19-20",2001,"GVA percentage change",7.77101747984153,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2001
Value: 7.77%"
"364","19-20",1997,"GVA percentage change",NA,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"365","19-20",2002,"GVA in millions CHF",4997.74605166954,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2002
Value: 4997.75 million CHF"
"366","19-20",2017,"GVA percentage change",-2.90831339268194,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2017
Value: -2.91%"
"367","19-20",2011,"Share in GDP",1.0154566019883,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2011
Value: 1.02%"
"368","19-20",2012,"Share in GDP",0.998776138802568,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2012
Value: 1%"
"369","19-20",1997,"GVA in millions CHF",5597.68109039546,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 1997
Value: 5597.68 million CHF"
"370","19-20",1998,"GVA in millions CHF",5045.41627405806,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 1998
Value: 5045.42 million CHF"
"371","19-20",2009,"GVA percentage change",-1.12597546993286,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2009
Value: -1.13%"
"372","19-20",2000,"GVA in millions CHF",4400.81735876927,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2000
Value: 4400.82 million CHF"
"373","19-20",2001,"GVA in millions CHF",4742.80564497513,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2001
Value: 4742.81 million CHF"
"374","19-20",2015,"GVA in millions CHF",6809.92603582398,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2015
Value: 6809.93 million CHF"
"375","19-20",2016,"GVA in millions CHF",7082.19744032697,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2016
Value: 7082.2 million CHF"
"376","19-20",2013,"GVA percentage change",1.85143671079862,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2013
Value: 1.85%"
"377","19-20",2014,"GVA percentage change",2.21836384488369,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2014
Value: 2.22%"
"378","19-20",2002,"GVA percentage change",5.37530790376188,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2002
Value: 5.38%"
"379","19-20",2003,"GVA percentage change",-1.53698101623984,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2003
Value: -1.54%"
"380","19-20",2004,"GVA percentage change",0.610362496379765,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2004
Value: 0.61%"
"381","19-20",2005,"GVA percentage change",6.97621122643494,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2005
Value: 6.98%"
"382","19-20",2010,"GVA in millions CHF",6486.22890738781,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2010
Value: 6486.23 million CHF"
"383","19-20",2011,"GVA in millions CHF",6284.34336593039,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2011
Value: 6284.34 million CHF"
"384","19-20",1999,"GVA in millions CHF",4602.98411882602,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 1999
Value: 4602.98 million CHF"
"385","19-20",2013,"GVA in millions CHF",6387.47847394181,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2013
Value: 6387.48 million CHF"
"386","19-20",2014,"GVA in millions CHF",6529.17598700746,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2014
Value: 6529.18 million CHF"
"387","19-20",2003,"Share in GDP",1.04521082146384,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2003
Value: 1.05%"
"388","19-20",2010,"GVA percentage change",1.0489078612648,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2010
Value: 1.05%"
"389","19-20",2017,"GVA in millions CHF",6876.22494367376,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2017
Value: 6876.22 million CHF"
"390","19-20",2018,"GVA in millions CHF",7964.68868635407,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2018
Value: 7964.69 million CHF"
"391","19-20",2015,"GVA percentage change",4.29993079333736,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2015
Value: 4.3%"
"392","19-20",2016,"GVA percentage change",3.9981550911227,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2016
Value: 4%"
"393","19-20",2008,"GVA in millions CHF",6491.99886964158,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2008
Value: 6492 million CHF"
"394","19-20",2009,"GVA in millions CHF",6418.9005548611,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2009
Value: 6418.9 million CHF"
"395","19-20",1998,"Share in GDP",1.18356662960975,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 1998
Value: 1.18%"
"396","19-20",1999,"Share in GDP",1.06939059346087,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 1999
Value: 1.07%"
"397","19-20",2000,"Share in GDP",0.973965289609305,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2000
Value: 0.97%"
"398","19-20",2001,"Share in GDP",1.02022810840642,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2001
Value: 1.02%"
"399","19-20",2012,"GVA in millions CHF",6271.36806334769,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2012
Value: 6271.37 million CHF"
"400","19-20",2002,"Share in GDP",1.07415252682838,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2002
Value: 1.07%"
"401","19-20",2004,"Share in GDP",1.02052192189391,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2004
Value: 1.02%"
"402","19-20",2011,"GVA percentage change",-3.11252569620951,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA percentage change
Year: 2011
Value: -3.11%"
"403","19-20",2004,"GVA in millions CHF",4950.96716484062,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2004
Value: 4950.97 million CHF"
"404","19-20",2019,"GVA in millions CHF",8051.61019608556,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2019
Value: 8051.61 million CHF"
"405","19-20",2009,"Share in GDP",1.09508977361162,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2009
Value: 1.1%"
"406","19-20",2010,"Share in GDP",1.06888180313301,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2010
Value: 1.07%"
"407","19-20",1997,"Share in GDP",1.34816807355507,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 1997
Value: 1.35%"
"408","19-20",2006,"Share in GDP",1.10208555795677,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2006
Value: 1.1%"
"409","19-20",2005,"GVA in millions CHF",5296.35709201134,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2005
Value: 5296.36 million CHF"
"410","19-20",2006,"GVA in millions CHF",5902.67881594248,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2006
Value: 5902.68 million CHF"
"411","19-20",2005,"Share in GDP",1.05027926562449,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2005
Value: 1.05%"
"412","19-20",2007,"Share in GDP",1.1262441102926,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2007
Value: 1.13%"
"413","19-20",2007,"GVA in millions CHF",6420.87624178779,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: GVA in millions CHF
Year: 2007
Value: 6420.88 million CHF"
"414","19-20",2008,"Share in GDP",1.09113967758132,"Coke, chemicals and chemical products","Coke, chemicals and chemical products
Indicator: Share in GDP
Year: 2008
Value: 1.09%"
"415","21",2011,"GVA percentage change",-4.64772772773963,"Pharmaceutical products","Pharmaceutical products
Indicator: GVA percentage change
Year: 2011
Value: -4.65%"
"416","21",2012,"GVA percentage change",2.33934759129501,"Pharmaceutical products","Pharmaceutical products
Indicator: GVA percentage change
Year: 2012
Value: 2.34%"
"417","21",2015,"GVA percentage change",10.2507831160544,"Pharmaceutical products","Pharmaceutical products
Indicator: GVA percentage change
Year: 2015
Value: 10.25%"
"418","21",2017,"GVA percentage change",7.45113889241789,"Pharmaceutical products","Pharmaceutical products
Indicator: GVA percentage change
Year: 2017
Value: 7.45%"
"419","21",2013,"GVA percentage change",5.59689145297294,"Pharmaceutical products","Pharmaceutical products
Indicator: GVA percentage change
Year: 2013
Value: 5.6%"
